age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label
18,male,6.2,Both,3.7,3.0,1.2,3.1,Medium,5,6,8,0
13,female,2.4,Both,6.8,0.7,2.6,3.6,High,3,1,6,0
14,male,7.6,TikTok,4.8,3.0,1.9,1.1,Medium,7,4,7,1
13,male,2.7,TikTok,7.7,0.6,3.4,6.6,Medium,2,3,3,0
17,female,7.4,Both,4.5,2.8,1.8,0.9,High,6,5,9,1
16,female,2.8,Both,6.9,0.7,3.6,1.3,High,4,3,5,0
18,male,4.4,Both,5.8,2.5,2.2,1.0,Low,8,6,8,1
14,female,4.2,TikTok,4.7,1.7,2.2,3.4,Medium,6,5,5,1
15,female,2.0,TikTok,7.4,1.0,2.9,2.2,Low,5,4,3,1
15,female,5.8,Both,4.8,1.8,1.9,2.8,Medium,7,6,9,1
16,female,5.8,Instagram,5.5,1.8,2.2,3.7,Medium,6,5,7,1
14,male,5.6,Both,5.7,1.9,2.1,5.6,Medium,5,2,6,1
13,male,4.1,Both,6.1,1.5,2.5,4.4,Medium,4,5,6,0
13,female,3.2,Both,7.5,0.7,2.8,0.0,Medium,4,2,5,0
17,female,6.5,TikTok,4.4,3.0,1.7,4.6,Medium,8,4,9,1
17,male,4.9,TikTok,5.5,1.6,1.7,4.5,Medium,6,4,6,1
13,male,3.1,Both,7.2,1.2,3.0,7.6,Low,5,5,4,0
15,female,4.9,Both,5.1,3.0,2.2,2.4,Medium,6,4,7,1
18,male,1.5,Both,8.3,0.9,3.7,1.3,Medium,4,2,5,0
15,male,4.7,Both,5.6,2.6,2.0,5.2,Low,8,7,7,1
17,male,5.7,Both,5.8,2.2,2.3,4.3,Medium,5,3,9,0
16,male,4.2,Both,6.6,2.1,2.9,2.5,High,4,2,7,0
13,male,5.8,TikTok,5.9,1.1,2.1,3.1,High,6,4,7,0
17,female,6.0,TikTok,4.0,3.0,2.1,4.5,High,5,2,7,0
17,male,5.0,TikTok,6.9,0.4,2.5,4.8,High,5,2,7,0
18,male,7.7,Instagram,5.0,3.0,1.2,3.1,High,8,6,9,1
13,male,6.9,Instagram,4.7,2.4,1.6,4.1,Medium,7,6,6,0
18,male,5.6,Instagram,5.7,2.8,2.3,2.0,Medium,4,2,5,1
13,male,5.1,Both,5.3,1.5,2.1,2.4,Medium,7,4,8,1
18,male,4.0,Instagram,6.0,2.3,2.0,0.8,High,4,1,4,0
15,female,3.3,Instagram,6.4,1.5,2.8,4.2,High,4,3,4,0
16,male,5.9,Instagram,4.8,1.4,2.2,1.1,Low,5,5,8,0
16,male,4.1,Both,6.8,1.0,2.5,0.9,High,5,1,6,0
13,male,2.7,Instagram,6.5,1.1,3.0,9.7,Medium,4,3,5,0
14,female,3.1,TikTok,7.3,0.8,2.8,0.1,Medium,5,3,5,0
19,female,3.3,Instagram,6.1,1.2,2.7,5.0,Medium,3,3,5,0
17,male,7.7,Both,3.3,3.0,1.0,3.3,Low,9,7,10,1
17,female,6.0,Both,4.7,2.5,1.2,3.8,Medium,7,4,9,1
13,male,4.6,Both,6.4,2.3,2.2,1.1,Medium,8,3,8,1
18,female,5.2,TikTok,5.7,1.7,2.6,5.2,Medium,5,3,5,0
14,male,5.5,Both,5.3,2.6,2.0,0.0,Medium,7,4,7,1
15,female,2.9,TikTok,6.9,1.4,3.2,2.7,High,3,1,3,0
18,female,2.4,TikTok,7.2,1.1,3.2,3.0,Medium,3,2,4,0
18,male,6.4,TikTok,6.4,2.0,2.5,7.2,Low,7,6,6,1
13,female,2.1,Instagram,7.1,1.2,3.0,4.6,High,2,1,3,0
13,female,4.5,Both,4.7,2.1,2.0,2.2,Medium,7,5,7,1
17,male,3.2,Instagram,6.6,1.2,2.3,2.5,Low,5,4,6,0
13,male,4.9,TikTok,5.6,2.4,2.2,3.5,Medium,6,4,6,1
13,male,4.0,TikTok,5.2,2.2,1.4,1.6,Medium,5,3,5,1
13,female,5.5,TikTok,5.7,1.6,3.0,6.5,High,5,5,5,1
17,female,1.0,Both,7.8,0.3,2.8,2.9,Low,5,4,6,1
15,male,6.5,Both,6.6,1.4,1.4,0.2,Medium,8,3,9,1
15,female,5.8,Both,5.2,1.6,2.1,0.4,Low,8,5,9,1
19,female,6.3,TikTok,5.5,2.7,1.9,0.0,High,7,2,7,1
19,female,6.1,Instagram,4.8,3.0,1.7,5.3,Medium,7,4,8,1
13,female,5.1,TikTok,6.4,1.6,3.2,0.0,High,3,2,5,0
19,female,3.3,Both,7.1,2.1,2.7,5.3,Medium,4,3,6,0
17,male,5.3,Both,6.1,1.6,2.8,4.4,Medium,4,4,8,0
15,male,5.0,Both,5.9,1.7,1.5,3.1,Medium,7,4,9,1
18,female,6.1,Instagram,6.1,2.0,2.3,2.2,Medium,4,4,9,0
15,male,5.6,Instagram,4.9,1.6,1.9,2.4,Medium,7,3,7,1
15,female,4.7,TikTok,6.4,1.1,2.9,3.7,Medium,5,2,5,1
17,male,5.3,Both,5.0,1.8,1.5,3.1,High,6,4,7,1
19,male,5.4,Both,6.7,0.8,1.9,2.2,Medium,5,4,7,1
18,female,6.5,Both,5.7,1.1,2.6,2.6,Medium,7,5,10,1
17,female,7.6,Both,5.1,1.3,2.1,4.4,Medium,7,3,9,1
13,male,5.6,Instagram,5.7,1.3,2.2,4.8,High,4,3,7,0
16,female,5.4,Instagram,6.1,1.7,2.4,2.7,Medium,6,2,8,1
15,female,4.1,Instagram,5.4,1.2,2.1,3.0,Medium,4,4,5,0
16,female,3.9,TikTok,7.3,2.0,3.0,5.1,Low,6,3,4,0
17,male,3.2,Instagram,6.7,1.2,2.4,2.0,Medium,5,5,5,0
17,female,1.0,Both,7.2,0.4,3.0,1.3,High,3,1,3,0
17,female,3.0,Both,4.8,2.1,1.6,1.1,Medium,4,3,5,0
16,male,4.2,TikTok,6.7,0.5,3.3,4.2,Medium,6,4,5,1
17,female,3.9,Instagram,6.4,1.7,2.6,5.6,High,2,1,7,0
13,female,5.3,Instagram,6.6,0.4,2.5,3.7,High,3,1,6,0
17,female,3.1,Both,6.0,1.2,2.1,4.6,High,4,1,6,0
14,female,3.1,TikTok,6.3,0.7,3.3,2.7,Medium,3,1,4,0
19,male,1.0,TikTok,9.0,0.0,3.7,4.9,Medium,4,5,3,0
16,male,5.3,Both,4.4,2.7,2.0,3.4,Medium,7,5,9,1
14,female,2.9,TikTok,7.1,0.9,2.8,4.2,Medium,7,4,5,1
17,female,3.2,TikTok,6.3,1.7,2.8,0.0,High,3,2,5,0
13,female,5.5,Both,5.2,2.2,1.9,2.7,Low,8,6,7,1
15,female,2.9,Both,6.6,1.4,2.2,5.1,High,4,1,7,0
18,male,5.2,Both,5.5,1.7,2.4,4.3,Medium,6,3,9,1
19,male,2.3,TikTok,6.8,1.2,2.9,3.8,Medium,5,4,4,0
18,male,4.5,TikTok,6.7,1.6,2.5,6.1,Medium,5,3,6,1
17,male,3.4,Both,6.6,1.0,2.6,5.6,Medium,5,5,7,1
19,female,4.0,TikTok,5.1,2.6,2.5,6.7,High,3,1,4,0
19,male,7.2,Both,4.9,2.1,1.5,4.1,Medium,8,6,9,1
13,female,1.5,Both,6.7,1.2,2.6,3.2,High,2,1,5,0
19,male,7.1,Both,4.5,1.9,1.1,3.8,Medium,8,4,9,1
16,female,2.8,Instagram,7.5,1.8,2.9,2.7,Low,6,5,4,0
14,female,6.1,Instagram,5.1,2.4,2.4,4.7,Medium,6,3,6,0
14,male,6.4,Instagram,4.0,3.0,1.1,0.9,Medium,7,5,8,1
14,male,5.3,Both,6.0,1.1,2.1,1.7,High,6,4,6,0
16,male,2.3,TikTok,7.4,0.6,3.0,1.7,High,4,1,3,0
18,female,5.0,Instagram,5.5,2.2,2.3,5.2,Medium,4,2,5,0
13,male,8.0,Instagram,3.9,3.0,1.5,6.0,Medium,6,3,9,1
19,female,4.5,TikTok,5.2,1.7,2.0,5.8,Medium,5,4,7,1
16,female,4.3,Instagram,5.8,2.0,2.5,5.1,Medium,3,2,3,0
14,female,4.1,Instagram,6.1,1.0,2.7,4.8,Medium,4,2,4,0
17,male,5.4,Both,5.1,2.8,2.5,5.8,High,3,3,7,0
15,female,4.3,Instagram,6.1,2.3,2.5,2.9,Low,7,6,6,0
19,male,5.0,Instagram,7.3,1.0,2.8,2.4,Medium,4,2,5,0
16,male,4.0,Both,6.9,1.4,2.8,1.4,High,4,2,7,0
16,female,2.6,Both,5.0,1.9,2.0,6.2,Medium,5,4,7,0
13,female,8.0,TikTok,4.9,1.9,1.5,2.6,Medium,8,5,8,1
13,male,4.3,Instagram,7.1,1.5,2.2,3.3,High,4,1,6,0
16,male,8.0,Both,4.1,3.0,1.1,0.0,Low,10,7,10,1
14,male,5.3,TikTok,6.1,3.0,2.3,0.8,Medium,6,4,5,1
15,female,5.6,Instagram,4.7,2.4,2.2,1.2,High,4,3,6,0
19,male,3.9,Instagram,5.6,2.0,2.9,3.4,High,5,4,6,1
13,female,3.4,Instagram,6.5,1.5,2.4,5.2,High,4,4,6,0
19,female,4.0,TikTok,6.0,2.1,1.9,4.7,Low,5,4,6,0
14,female,3.0,Both,7.1,1.8,2.6,4.8,High,3,1,5,0
19,male,2.8,Both,6.8,1.4,2.9,3.8,Medium,3,1,6,1
17,female,7.7,TikTok,4.2,3.0,1.5,4.4,High,5,2,8,1
13,female,5.9,TikTok,6.7,2.5,2.7,2.4,Low,6,3,5,1
14,female,7.2,Both,4.3,2.4,1.4,3.4,Medium,8,7,8,1
14,male,6.5,TikTok,6.0,1.9,2.5,2.2,High,6,3,7,0
15,male,3.4,Instagram,6.9,1.4,3.1,5.2,High,3,1,3,0
15,male,1.7,Both,7.2,0.9,2.6,0.9,Medium,3,3,4,0
17,female,3.7,Both,7.1,0.6,2.4,6.1,Low,6,4,7,1
14,female,4.7,TikTok,5.5,1.7,2.5,4.3,High,3,2,8,0
18,female,6.6,Both,5.0,2.6,1.6,5.0,Medium,7,4,8,1
14,male,4.4,TikTok,5.9,2.1,2.5,1.3,Low,7,5,5,0
15,male,8.0,TikTok,4.8,2.3,1.5,2.5,Medium,9,7,9,1
18,male,3.7,Instagram,6.3,1.6,2.9,2.2,Medium,5,5,4,1
13,male,5.6,Both,6.4,2.3,2.7,1.5,Low,6,4,9,1
13,male,3.4,Both,6.2,1.2,2.5,7.9,High,2,2,6,0
19,female,5.2,Both,4.8,3.0,2.0,1.5,Medium,8,4,7,0
16,female,4.3,Instagram,6.0,2.4,2.1,1.9,Medium,5,2,5,0
15,female,4.1,Instagram,5.4,2.5,2.3,6.0,Medium,7,4,7,1
16,male,3.4,TikTok,7.1,1.3,2.8,4.8,Medium,4,2,5,0
18,male,4.8,TikTok,6.8,1.6,2.0,3.2,Medium,5,3,5,0
15,male,6.0,TikTok,4.8,2.6,2.3,0.0,High,5,2,9,1
17,female,2.7,Both,6.6,2.0,2.6,6.3,Low,6,5,6,1
14,male,4.4,Both,6.7,1.2,3.0,6.4,High,4,3,7,1
17,female,5.4,TikTok,6.6,1.1,2.7,3.5,Medium,5,5,3,0
18,male,5.7,Instagram,7.4,2.5,3.1,5.2,Medium,7,5,6,1
15,female,7.9,Instagram,3.7,2.5,1.0,3.0,Low,7,7,8,1
18,female,5.5,Both,6.4,2.1,2.3,1.9,Medium,5,2,6,0
14,male,3.8,Both,5.7,2.3,2.5,6.0,Low,6,5,6,1
13,female,3.5,Both,6.1,1.6,2.5,1.7,Medium,4,2,5,1
13,male,3.5,TikTok,7.0,0.8,2.5,4.4,Medium,4,4,5,0
18,female,3.4,Instagram,6.8,1.1,2.8,3.9,Medium,5,3,6,0
16,male,4.9,Both,6.7,1.7,2.5,2.7,High,7,4,8,1
15,male,5.3,Both,4.6,2.3,1.5,0.8,Medium,7,4,8,1
15,female,6.0,TikTok,3.7,1.9,1.0,0.5,Low,9,6,6,1
13,female,5.7,Instagram,6.6,2.2,2.3,3.8,Low,7,3,8,1
19,male,6.7,TikTok,3.8,3.0,1.6,1.8,High,6,3,8,1
17,female,3.3,Both,7.3,1.2,2.8,2.9,Medium,6,3,4,0
19,male,7.4,Both,5.2,3.0,1.0,2.4,Medium,8,4,10,1
14,male,3.4,Both,7.6,0.8,2.9,4.9,Low,6,4,5,1
17,female,5.1,Instagram,6.4,1.2,2.5,2.2,Medium,5,5,6,0
17,male,4.1,Instagram,6.5,1.9,2.7,4.6,Medium,5,5,6,0
18,male,4.5,Instagram,5.3,2.6,2.2,3.1,Medium,4,4,6,0
13,female,5.7,Both,4.1,2.6,1.6,2.4,Medium,7,4,9,0
19,male,1.9,TikTok,7.3,0.6,3.1,5.1,Medium,3,2,4,0
19,female,3.0,Both,6.7,0.8,2.6,3.4,High,2,1,7,0
13,male,5.8,Instagram,5.3,1.3,2.1,3.3,Medium,6,3,6,0
19,male,4.5,Both,6.3,1.2,1.7,5.8,Medium,7,4,8,0
13,male,4.0,Both,5.0,1.8,1.9,3.7,Low,6,5,5,0
18,female,2.5,Instagram,7.7,1.4,3.1,5.1,Low,5,5,3,0
16,female,4.1,Both,6.1,1.8,2.2,0.8,Medium,4,3,7,0
17,male,5.7,Instagram,5.2,2.0,2.0,8.1,Medium,4,1,5,1
18,male,3.5,Instagram,6.2,1.8,2.5,4.6,Medium,5,2,6,0
15,female,7.0,Instagram,4.5,3.0,1.5,3.8,Low,6,4,8,0
14,male,6.4,Both,4.1,3.0,1.0,3.4,Low,8,4,9,1
16,female,3.9,Both,5.6,1.9,1.8,1.0,Low,6,4,7,1
15,male,3.4,TikTok,6.0,1.1,2.4,4.2,Low,6,5,6,0
17,female,1.0,Both,7.3,0.1,3.4,6.9,Medium,4,2,5,0
19,male,2.6,Both,6.6,1.0,3.1,0.0,Medium,4,3,5,0
13,female,2.5,Both,7.0,1.2,2.8,4.4,Medium,5,3,5,0
17,female,1.9,Instagram,7.7,1.7,3.5,5.8,Low,5,5,5,0
18,male,4.4,TikTok,5.3,1.5,2.4,5.7,Medium,6,2,7,1
14,male,5.1,Both,6.8,0.9,2.8,4.0,Medium,5,3,7,0
18,female,7.8,Instagram,3.5,2.7,1.0,2.0,Low,10,6,9,1
16,female,4.6,TikTok,6.0,1.8,2.7,4.5,Low,6,6,5,0
16,male,1.0,Both,6.9,0.6,2.8,5.0,Medium,3,1,4,0
14,male,3.2,Instagram,5.9,1.4,2.9,4.0,High,2,2,5,0
15,female,5.6,Both,5.8,1.9,1.9,2.5,Medium,7,4,8,1
15,male,4.4,Instagram,6.4,1.6,2.5,0.6,High,3,2,6,0
16,female,6.0,Both,5.8,2.1,2.3,4.9,Medium,7,4,8,1
16,male,3.6,Instagram,5.6,2.2,3.0,3.2,High,3,1,5,1
19,female,6.6,Instagram,5.9,1.8,2.4,0.9,Low,6,5,6,1
13,female,4.9,Instagram,6.4,2.6,3.1,0.2,High,5,2,6,1
19,female,5.0,Both,5.9,1.9,1.7,2.0,Medium,6,5,9,1
19,male,4.8,Both,4.3,3.0,1.2,0.0,Medium,7,5,8,1
15,female,3.1,Instagram,6.0,0.5,2.5,6.1,Low,5,5,4,1
14,male,4.4,Instagram,5.9,2.2,2.2,4.5,Medium,5,3,6,1
15,female,5.0,Both,5.2,2.5,2.2,3.7,Medium,6,4,8,0
13,female,2.0,TikTok,7.0,0.3,2.7,2.0,Medium,3,3,5,0
18,male,4.6,Both,6.0,1.5,1.8,0.5,Medium,7,5,8,1
16,female,6.7,Instagram,4.4,3.0,1.3,5.9,High,5,4,8,0
16,male,5.3,Both,5.5,2.1,1.9,1.0,Low,7,6,8,1
13,female,7.0,Both,4.3,2.4,1.9,2.9,Medium,7,4,8,0
19,female,5.2,Both,7.5,0.8,2.8,2.4,High,7,3,8,1
14,female,2.9,Both,6.3,1.1,3.1,1.9,High,3,1,8,0
16,male,5.9,Instagram,5.4,1.7,2.5,3.8,Low,5,4,7,1
17,male,2.4,Instagram,5.9,1.1,3.0,4.7,High,3,1,4,1
19,female,4.1,Both,5.9,1.0,2.9,6.6,Low,6,4,8,0
16,male,4.0,TikTok,5.8,1.1,2.6,0.4,High,3,1,5,0
17,male,3.3,Both,6.4,1.3,2.2,4.1,Medium,4,2,5,0
13,male,8.0,Both,4.1,3.0,1.4,2.5,Medium,9,5,10,1
13,male,4.4,TikTok,5.9,1.6,2.6,3.1,Low,6,4,5,0
19,female,7.8,TikTok,4.4,2.2,1.5,2.5,Medium,6,4,8,1
16,male,5.1,TikTok,5.8,2.0,2.1,4.6,Medium,5,3,6,0
15,female,3.0,Instagram,7.3,0.6,3.1,2.3,High,4,1,6,0
17,male,3.8,Instagram,4.8,2.0,2.1,1.7,Medium,4,2,3,0
14,male,4.4,TikTok,6.5,2.2,2.6,7.2,High,4,3,6,0
16,male,3.9,Instagram,6.1,2.4,3.3,2.1,Medium,5,1,4,0
14,male,4.0,Instagram,5.4,1.1,2.7,1.0,Medium,3,2,6,0
16,male,5.5,Instagram,6.5,1.3,2.1,7.7,Medium,7,6,6,0
15,female,5.2,Instagram,6.5,1.7,3.5,7.6,Low,7,5,6,1
15,male,5.7,Instagram,4.7,1.2,2.0,0.0,Medium,4,4,6,0
19,male,7.2,Both,4.3,2.9,1.9,7.9,High,6,2,9,1
19,male,3.7,TikTok,6.7,1.4,3.2,5.0,High,5,1,4,0
15,male,6.5,TikTok,6.1,1.6,2.5,1.4,Medium,7,4,8,1
18,female,7.0,Both,5.6,1.5,2.3,3.3,Medium,7,3,8,1
15,female,6.8,Both,4.4,2.7,1.2,2.3,Medium,8,6,8,1
13,male,1.3,Instagram,6.9,1.1,3.4,2.6,High,1,1,2,0
13,male,7.7,TikTok,3.4,3.0,1.5,3.5,Low,8,8,9,1
18,female,3.4,Instagram,6.0,1.6,2.7,0.5,Low,6,5,5,0
17,male,1.2,TikTok,8.2,0.5,3.0,1.3,High,3,1,4,0
14,female,7.7,Both,4.9,2.9,2.3,4.4,Medium,6,4,6,1
16,male,5.4,Both,5.4,2.0,2.2,1.4,Medium,7,4,8,1
16,female,5.5,Both,6.6,1.3,2.3,0.0,High,3,1,6,0
18,female,3.9,TikTok,6.5,1.8,3.1,4.6,High,2,1,4,0
13,female,4.8,Both,7.4,1.8,2.7,4.1,High,5,3,7,1
19,male,4.2,Instagram,5.3,1.2,2.0,5.1,Medium,4,2,6,1
16,male,3.4,TikTok,6.4,1.6,2.0,3.1,Low,5,5,8,1
13,male,4.5,TikTok,6.6,0.8,2.4,1.2,Medium,7,3,5,0
17,male,4.7,TikTok,7.1,1.8,3.2,5.6,High,5,4,5,0
14,male,2.1,Instagram,6.5,0.8,2.0,4.7,Medium,5,3,3,0
17,male,4.6,Both,5.1,2.3,1.8,7.4,Medium,5,2,6,0
18,female,1.3,Instagram,7.5,1.1,3.1,6.0,High,2,2,4,0
15,female,8.0,Instagram,3.5,3.0,1.6,2.7,Low,8,7,8,1
15,male,4.3,TikTok,6.1,1.5,2.4,6.5,High,4,3,7,0
15,male,2.6,Instagram,6.1,1.1,3.1,4.2,Medium,3,1,5,0
17,female,5.4,Both,5.9,2.8,1.9,2.1,Medium,7,2,8,1
16,male,3.2,Both,7.6,1.6,2.3,4.0,Medium,8,6,5,1
14,female,4.4,Both,7.1,1.8,2.3,2.0,Medium,5,4,5,1
15,male,5.3,TikTok,5.3,2.9,2.0,7.8,Medium,6,2,6,1
18,male,2.7,Both,7.1,1.2,2.3,2.5,High,4,2,5,0
18,male,8.0,Both,4.6,2.3,1.3,0.0,Medium,9,6,10,1
15,male,8.0,TikTok,4.7,3.0,2.3,2.1,High,7,3,8,1
15,female,3.6,TikTok,6.8,2.4,2.4,3.4,High,3,1,4,0
14,female,2.5,Both,7.4,1.4,3.1,1.7,Low,7,7,5,1
15,male,3.5,Instagram,6.3,2.3,3.3,2.6,Medium,2,1,3,0
14,female,3.6,TikTok,6.8,1.7,2.6,0.0,High,4,1,4,0
18,male,6.5,Instagram,4.7,3.0,1.4,1.1,Low,8,5,8,0
15,female,3.6,Instagram,5.5,1.9,1.6,0.0,Medium,5,1,6,0
17,female,2.4,Instagram,6.8,1.0,2.5,5.7,Medium,3,2,4,0
19,male,4.7,TikTok,6.2,1.5,2.6,0.2,High,5,1,4,0
17,male,1.8,Both,6.8,1.1,3.6,2.3,Low,5,3,4,0
18,male,6.4,Instagram,5.0,1.4,1.5,1.4,Low,9,7,7,1
14,female,5.6,Both,5.9,2.0,2.2,0.9,Low,8,4,8,0
17,female,3.4,TikTok,7.0,1.4,2.4,4.5,Low,7,4,5,1
14,female,3.6,Both,6.6,1.6,2.2,4.2,Medium,6,5,7,1
17,female,4.9,Both,5.4,2.0,1.9,6.0,Medium,5,3,6,0
17,male,2.5,Both,7.2,0.5,2.8,4.7,Medium,5,3,3,0
14,male,3.1,Both,7.5,0.8,2.9,0.0,Medium,5,4,5,0
16,female,4.1,Both,5.7,1.7,1.7,1.1,Medium,5,3,5,0
17,male,2.1,Both,6.2,1.3,2.7,2.2,High,1,1,5,0
15,female,3.7,Instagram,6.9,1.2,2.1,6.9,Medium,5,4,5,1
19,male,2.6,TikTok,6.9,1.2,2.7,2.8,Medium,6,2,3,0
18,male,7.1,Both,5.5,2.5,1.4,4.2,Medium,8,5,9,1
16,male,3.8,TikTok,5.6,2.0,2.7,2.6,High,4,1,6,0
14,female,2.8,Both,7.4,1.4,2.9,4.9,Low,5,1,7,0
16,male,5.7,Both,4.9,2.5,1.9,1.6,High,3,3,7,0
13,female,3.4,Instagram,6.8,1.9,2.3,0.1,High,4,2,4,1
13,female,2.5,Both,6.1,1.6,2.4,0.0,Medium,5,4,5,0
17,female,6.1,Instagram,4.7,1.4,1.5,3.3,Medium,6,4,9,0
17,female,3.9,TikTok,6.9,1.0,3.2,4.2,High,2,1,3,0
15,male,6.0,TikTok,4.7,3.0,1.7,4.0,Medium,6,5,8,1
19,female,4.5,Instagram,6.5,1.1,2.3,2.6,Medium,6,2,5,1
18,male,4.7,TikTok,5.5,1.6,2.2,1.0,Medium,5,4,5,0
16,male,5.5,TikTok,5.6,2.4,1.6,1.7,Medium,7,5,6,0
13,male,3.4,Instagram,7.1,1.9,1.7,2.7,Medium,7,5,5,1
17,female,3.0,Both,7.4,1.4,2.6,3.0,Low,6,3,4,0
18,female,6.7,Both,4.4,2.8,1.1,3.4,Low,6,5,8,1
16,female,5.5,TikTok,4.9,1.8,2.3,2.5,Medium,7,5,6,0
17,female,4.4,Instagram,6.4,1.1,3.1,4.7,Low,6,5,4,0
17,female,5.9,Both,6.1,1.7,2.4,5.1,Medium,7,6,9,1
13,male,5.5,Both,4.1,2.9,1.5,4.4,Medium,7,5,7,1
13,female,6.2,Instagram,5.2,3.0,1.4,3.7,Low,9,6,8,1
17,male,2.4,Instagram,8.1,1.4,3.3,0.5,Low,5,5,3,0
14,female,4.4,Both,6.8,1.1,2.5,4.3,Low,4,4,5,0
17,female,6.5,Both,3.8,2.9,1.0,0.0,Medium,8,4,10,1
18,female,7.5,Instagram,3.7,3.0,1.0,0.6,Low,9,9,7,1
17,female,3.5,TikTok,6.0,1.6,2.8,3.8,Medium,6,6,4,1
15,male,4.8,TikTok,5.3,2.9,1.9,0.5,Medium,7,4,5,0
19,female,4.5,Both,5.7,2.9,1.4,7.8,Low,7,4,6,1
15,male,2.3,Instagram,7.6,1.1,2.9,6.6,Low,4,2,4,0
15,female,4.0,TikTok,6.6,0.7,2.6,3.8,High,4,1,6,1
14,female,1.7,Instagram,7.9,0.4,3.5,0.0,Low,2,1,1,0
14,female,4.2,Both,5.4,2.0,1.6,0.0,High,3,1,6,0
17,female,2.6,Both,6.4,1.5,2.8,7.8,Low,6,3,6,1
15,male,4.8,Both,6.4,1.9,2.8,2.8,Medium,5,5,7,1
14,male,3.9,Both,6.9,0.9,2.8,5.7,Low,6,3,7,0
13,female,3.9,TikTok,6.2,2.6,2.3,1.5,Medium,7,5,6,1
17,male,7.3,Both,3.8,3.0,1.6,1.2,Medium,5,3,8,1
18,male,4.6,Instagram,5.7,2.3,2.2,0.7,Medium,7,5,6,0
19,female,7.9,Both,4.6,2.3,1.0,0.0,High,9,5,10,1
16,female,5.3,Instagram,6.0,1.7,2.6,4.9,Medium,6,4,7,0
17,female,6.0,TikTok,5.6,2.8,2.6,3.7,High,5,4,6,0
16,male,2.9,TikTok,6.6,1.8,2.1,2.4,Low,6,4,3,0
15,female,3.3,Both,7.2,2.2,2.1,0.0,Medium,6,2,6,0
19,male,4.5,Both,5.1,1.4,2.1,2.4,High,4,2,6,0
16,female,6.7,TikTok,4.8,2.4,1.8,4.2,Medium,8,4,8,1
15,male,3.8,TikTok,7.2,1.2,3.5,8.0,Medium,2,2,4,0
13,female,1.9,Both,7.1,0.5,3.2,5.2,Medium,4,2,6,0
16,female,5.2,Instagram,6.5,1.3,2.6,4.3,Low,7,4,7,0
19,male,4.6,Both,6.4,1.0,2.3,0.6,Low,7,6,6,1
17,female,3.5,Both,7.5,1.8,2.4,6.5,Low,6,6,8,1
15,female,3.8,TikTok,6.1,1.8,3.0,4.5,Low,4,2,4,1
17,male,2.9,Instagram,6.6,1.5,2.9,4.4,Low,6,4,5,0
19,female,6.2,TikTok,6.4,2.1,2.6,4.8,Low,8,5,7,1
14,male,4.5,Instagram,5.6,2.3,1.8,3.4,Medium,5,4,6,1
15,female,4.9,Instagram,6.6,1.6,2.9,6.3,Low,7,5,7,1
16,female,3.4,Instagram,6.7,1.5,3.0,1.0,Medium,6,4,5,1
15,male,6.9,TikTok,5.2,3.0,1.6,1.5,Low,7,4,6,0
17,female,4.9,Both,6.2,0.8,2.4,4.7,Medium,6,5,7,1
13,male,1.0,Both,7.8,0.5,3.5,3.2,High,2,1,4,0
15,male,5.3,Instagram,5.5,1.8,2.2,1.8,Low,8,8,7,1
16,female,4.0,TikTok,4.9,2.0,1.8,1.3,High,6,5,6,0
14,female,4.2,TikTok,5.9,2.0,2.4,5.3,High,4,2,5,1
18,male,6.3,TikTok,7.6,1.3,2.7,0.0,High,5,2,7,0
13,male,4.7,Both,5.7,1.5,1.8,5.3,High,5,2,9,0
14,male,7.6,TikTok,4.4,3.0,1.5,2.8,High,6,4,9,1
15,female,4.7,Both,6.5,2.2,2.6,3.7,Low,7,5,7,0
17,male,3.7,TikTok,6.5,2.0,3.0,3.5,High,3,1,5,0
19,male,1.2,Both,7.7,0.7,3.2,2.2,Medium,3,1,3,0
17,male,3.2,TikTok,5.8,2.1,2.8,3.4,Medium,2,1,4,0
16,male,3.9,Both,7.1,1.7,2.8,3.1,Low,6,5,6,1
17,male,7.1,Both,5.2,3.0,1.7,2.9,Low,8,5,9,1
13,male,3.7,Both,7.5,1.1,3.4,4.3,Medium,7,3,7,0
17,male,7.5,Both,5.4,2.6,1.9,3.5,Medium,8,5,8,1
16,male,2.4,Instagram,6.0,1.7,2.5,3.2,Medium,4,3,4,0
18,female,3.1,Both,6.3,1.8,2.6,3.3,Low,4,4,5,0
15,male,6.5,Instagram,5.6,1.7,1.9,0.0,Low,8,5,7,1
19,female,3.4,Instagram,5.8,1.8,2.1,1.6,Low,6,4,6,0
15,female,6.5,Instagram,4.4,3.0,1.6,0.0,Low,8,5,8,1
17,female,3.0,Both,6.9,1.8,2.7,2.6,Medium,6,5,6,1
14,female,3.2,Both,6.7,2.2,2.8,1.3,Medium,5,4,7,1
15,male,5.7,Both,6.3,2.5,2.2,4.3,Medium,6,2,9,1
18,male,3.0,Both,6.0,2.0,3.2,5.8,Low,4,3,5,0
17,male,4.0,TikTok,6.0,1.1,2.7,2.9,High,3,1,3,0
19,male,5.2,Both,6.9,2.1,2.4,3.5,Medium,7,3,9,1
16,female,4.0,Both,6.2,1.5,2.4,2.4,Medium,4,4,5,1
18,female,3.5,TikTok,5.2,1.9,2.3,3.1,Low,7,5,4,0
